Найменування зупинки,Попередня назва,Адреса зупинки,Розташування зупинки,Напрямок руху,Район,Автобус,Тролейбус,Трамвай
вулиця Ломоносова,Пологовий будинок,"Тімірязєва вул., 7",Тімірязєва вул.,"до ст. м. ""Холодна Гора""",Жовт.,●,,
вулиця Луначарського,Госпіталь,"Тімірязєва вул., 22",Тімірязєва вул.,до вул. Бугрименка,Жовт.,●,,
вулиця Луначарського,Госпіталь,"Луначарського вул., 53",Тімірязєва вул.,"до ст. м. ""Холодна Гора""",Жовт.,●,,
вулиця Набойченка,вул. П. Набойченка (школа № 92),"Набойченка вул., 69а",Бугрименка вул.,до Лідного,Жовт.,●,,
вулиця Набойченка,вул. П. Набойченка (школа № 92),"Бугрименка вул., 9",Бугрименка вул.,"до ст. м. ""Холодна Гора""",Жовт.,●,,
сел. Лідне,сел. Лідне,"Бугрименка вул., 55",Бугрименка вул.,кінцева,Жовт.,●,,
вулиця Арсенальна,Ветклініка ,"Богомольця вул., 8",Богомольця вул.,до Лідного,Жовт.,●,,
вулиця Богомольця,вул. Академіка Богомольця,"Богомольця вул., 37",Богомольця вул.,кінцева,Жовт.,●,,
Медичне училище (Житня вулиця),Медучилище,"Житня вул., 58",Житня вул.,кінцева,Жовт.,●,,
сел. Перемоги,сел. Перемоги,"Перемоги 2-е сел., 2",Карачівське шосе,кінцева,Жовт.,●,,
вулиця Крилова,вул. Крилова,"Ілліча просп., 31",Ілліча просп.,до вул. Кибальчича,Жовт.,●,,
вулиця Крилова,вул. Крилова,"Крилова вул., 34",Ілліча просп.,"до ст. м. ""Холодна Гора""",Жовт.,●,,
вулиця Герцена,Стадіон (вул. Герцена),"Ілліча  просп., 2/4",Герцена вул.,до Коксохімзаводу,Жовт.,●,,
вулиця Герцена,"Стадіон ""Арсенал""","Ілліча  просп., 4",Ілліча просп.,до просп. Дзюби,Жовт.,●,,
вулиця Кибальчича,вул. Кибальчича,"Кибальчича вул., 21",Кибальчича вул.,"до ст. м. ""Холодна Гора""",Жовт.,●,,
вулиця Кибальчича,вул. Кибальчича,"Кибальчича вул., 18",Кибальчича вул.,до Карачівського шосе,Жовт.,●,,
Пилипівка,Філіповка,"Карачівське шосе, 9",Карачівське шосе,кінцева,Жовт.,●,,
Новожанівська вулиця (Коксохімзавод),Коксохімзавод,Новожанівська вул.,Новожанівська вул.,кінцева,Жовт.,●,,
Пилипівка,Карачівське шосе -вул. Кибальчича (школа №79),"Карачівське шосе, 4",Карачівське шосе,"до ст. м. ""Холодна Гора""",Жовт.,●,,
Пилипівка,Карачівське шосе -вул. Кибальчича ,"Карачівське шосе, 5",Карачівське шосе,до Коксохімзаводу,Жовт.,●,,
Пилипівка,Карачівське шосе -вул. Кибальчича ,"Карачівське шосе, 9",Свистунівська вул.,до зілізничної станції Основа,Жовт.,●,,
вулиця Лисенка,вул. Лисенка,"Лисенка вул., 52",Перовської вул.,до Липової рощі,Жовт.,●,,
вулиця Щигрівська,вул. Щегровська,"Перовської вул., 15/49а",Перовської вул.,до Липової рощі,Жовт.,●,,
"з.ст. ""Липовий Гай""",станція Липова роща,"Бульварна вул., 10",Бульварна вул.,кінцева,Жовт.,●,,
Новоселівка (вулиця Баварська),Новоселівка,"Баварська вул., 68",Баварська вул.,кінцева,Жовт.,●,,
вулиця Григорівська,Молокобаза,"Баварська вул., 3/1",Баварська вул.,к ул. Доватора,Жовт.,●,,
